pokemon_key,form_key,ability_key,ability_name,ability_description,is_hidden,slot
miltank,default,scrappy,きもったま,"ゴーストタイプの ポケモンに ノーマルタイプと かくとうタイプの 技を 当てることが できる。",0,2
miltank,default,sap-sipper,そうしょく,"くさタイプの 技を 受けると ダメージを 受けずに 攻撃が 上がる。",1,3
blissey,default,natural-cure,しぜんかいふく,"手持ちに ひっこむと 状態異常が 治る。",0,1
blissey,default,serene-grace,てんのめぐみ,"天の恵みの おかげで 技の 追加効果が でやすい。",0,2
blissey,default,healer,いやしのこころ,"状態異常の 味方を たまに 治してあげる。",1,3
raikou,default,pressure,プレッシャー,"プレッシャーを あたえて 相手の 使う 技の ＰＰを 多く 減らす。",0,1
raikou,default,inner-focus,せいしんりょく,"鍛えられた 精神に よって 相手の 攻撃に ひるまない。",1,3
entei,default,pressure,プレッシャー,"プレッシャーを あたえて 相手の 使う 技の ＰＰを 多く 減らす。",0,1
entei,default,inner-focus,せいしんりょく,"鍛えられた 精神に よって 相手の 攻撃に ひるまない。",1,3
suicune,default,pressure,プレッシャー,"プレッシャーを あたえて 相手の 使う 技の ＰＰを 多く 減らす。",0,1
suicune,default,inner-focus,せいしんりょく,"鍛えられた 精神に よって 相手の 攻撃に ひるまない。",1,3
larvitar,default,guts,こんじょう,"状態異常に なると 根性を だして 攻撃が 上がる。",0,1
larvitar,default,sand-veil,すながくれ,"砂あらしの とき 回避率が 上がる。",1,3
pupitar,default,shed-skin,だっぴ,"体の 皮を 脱ぎ捨てることで 状態異常を 治すことが ある。",0,1
tyranitar,default,sand-stream,すなおこし,"登場 したとき 天気を 砂あらしにする。",0,1
tyranitar,default,unnerve,きんちょうかん,"相手を 緊張させて きのみを 食べられなく させる。",1,3
tyranitar,mega,sand-stream,すなおこし,"登場 したとき 天気を 砂あらしにする。",0,1
lugia,default,pressure,プレッシャー,"プレッシャーを あたえて 相手の 使う 技の ＰＰを 多く 減らす。",0,1
lugia,default,multiscale,マルチスケイル,"ＨＰが 満タンの ときに 受ける ダメージが 少なくなる。",1,3
ho-oh,default,pressure,プレッシャー,"プレッシャーを あたえて 相手の 使う 技の ＰＰを 多く 減らす。",0,1
ho-oh,default,regenerator,さいせいりょく,"手持ちに 引っ込むと ＨＰが 少し 回復する。",1,3
celebi,default,natural-cure,しぜんかいふく,"手持ちに ひっこむと 状態異常が 治る。",0,1
treecko,default,overgrow,しんりょく,"ＨＰが 減ったとき くさタイプの 技の 威力が 上がる。",0,1
treecko,default,unburden,かるわざ,"持っていた 道具が なくなると 素早さが 上がる。",1,3
grovyle,default,overgrow,しんりょく,"ＨＰが 減ったとき くさタイプの 技の 威力が 上がる。",0,1
grovyle,default,unburden,かるわざ,"持っていた 道具が なくなると 素早さが 上がる。",1,3
sceptile,default,overgrow,しんりょく,"ＨＰが 減ったとき くさタイプの 技の 威力が 上がる。",0,1
sceptile,default,unburden,かるわざ,"持っていた 道具が なくなると 素早さが 上がる。",1,3
sceptile,mega,lightning-rod,ひらいしん,"でんきタイプの 技を 自分に 寄せつけ ダメージを 受けずに 特攻が 上がる。",0,1
torchic,default,blaze,もうか,"ＨＰが 減ったとき ほのおタイプの 技の 威力が 上がる。",0,1
torchic,default,speed-boost,かそく,"毎ターン 素早さが 上がる。",1,3
combusken,default,blaze,もうか,"ＨＰが 減ったとき ほのおタイプの 技の 威力が 上がる。",0,1
combusken,default,speed-boost,かそく,"毎ターン 素早さが 上がる。",1,3
blaziken,default,blaze,もうか,"ＨＰが 減ったとき ほのおタイプの 技の 威力が 上がる。",0,1
blaziken,default,speed-boost,かそく,"毎ターン 素早さが 上がる。",1,3
blaziken,mega,speed-boost,かそく,"毎ターン 素早さが 上がる。",0,1
mudkip,default,torrent,げきりゅう,"ＨＰが 減ったとき みずタイプの 技の 威力が 上がる。",0,1
mudkip,default,damp,しめりけ,"あたりを 湿らせることに よって じばく などの 爆発する 技を だれも 使えなくなる。",1,3
marshtomp,default,torrent,げきりゅう,"ＨＰが 減ったとき みずタイプの 技の 威力が 上がる。",0,1
marshtomp,default,damp,しめりけ,"あたりを 湿らせることに よって じばく などの 爆発する 技を だれも 使えなくなる。",1,3
swampert,default,torrent,げきりゅう,"ＨＰが 減ったとき みずタイプの 技の 威力が 上がる。",0,1
swampert,default,damp,しめりけ,"あたりを 湿らせることに よって じばく などの 爆発する 技を だれも 使えなくなる。",1,3
swampert,mega,swift-swim,すいすい,"天気が 雨のとき 素早さが 上がる。",0,1
poochyena,default,run-away,にげあし,"野生の ポケモンから 必ず 逃げられる。",0,1
poochyena,default,quick-feet,はやあし,"状態異常に なると 素早さが 上がる。",0,2
poochyena,default,rattled,びびり,"あくタイプと ゴーストタイプと むしタイプの 技を 受けると びびって 素早さが 上がる。",1,3
mightyena,default,intimidate,いかく,"登場 したとき 威嚇して 相手を 萎縮させ 相手の 攻撃を 下げて しまう。",0,1
mightyena,default,quick-feet,はやあし,"状態異常に なると 素早さが 上がる。",0,2
mightyena,default,moxie,じしんかじょう,"相手を 倒すと 自信が ついて 攻撃が 上がる。",1,3
zigzagoon,default,pickup,ものひろい,"相手の 使った 道具を 拾ってくることが ある。 冒険中も 拾ってくる。",0,1
zigzagoon,default,gluttony,くいしんぼう,"ＨＰが 少なくなったら 食べる きのみを ＨＰ 半分の 時に 食べてしまう。",0,2
zigzagoon,default,quick-feet,はやあし,"状態異常に なると 素早さが 上がる。",1,3
zigzagoon,galar,pickup,ものひろい,"相手の 使った 道具を 拾ってくることが ある。 冒険中も 拾ってくる。",0,1
zigzagoon,galar,gluttony,くいしんぼう,"ＨＰが 少なくなったら 食べる きのみを ＨＰ 半分の 時に 食べてしまう。",0,2
zigzagoon,galar,quick-feet,はやあし,"状態異常に なると 素早さが 上がる。",1,3
linoone,default,pickup,ものひろい,"相手の 使った 道具を 拾ってくることが ある。 冒険中も 拾ってくる。",0,1
linoone,default,gluttony,くいしんぼう,"ＨＰが 少なくなったら 食べる きのみを ＨＰ 半分の 時に 食べてしまう。",0,2
linoone,default,quick-feet,はやあし,"状態異常に なると 素早さが 上がる。",1,3
linoone,galar,pickup,ものひろい,"相手の 使った 道具を 拾ってくることが ある。 冒険中も 拾ってくる。",0,1
linoone,galar,gluttony,くいしんぼう,"ＨＰが 少なくなったら 食べる きのみを ＨＰ 半分の 時に 食べてしまう。",0,2
linoone,galar,quick-feet,はやあし,"状態異常に なると 素早さが 上がる。",1,3
wurmple,default,shield-dust,りんぷん,"りんぷんに 守られて 技の 追加効果を 受けなくなる。",0,1
wurmple,default,run-away,にげあし,"野生の ポケモンから 必ず 逃げられる。",1,3
silcoon,default,shed-skin,だっぴ,"体の 皮を 脱ぎ捨てることで 状態異常を 治すことが ある。",0,1
beautifly,default,swarm,むしのしらせ,"ＨＰが 減ったとき むしタイプの 技の 威力が 上がる。",0,1
beautifly,default,rivalry,とうそうしん,"性別が 同じだと 闘争心を 燃やして 強くなる。 性別が 違うと 弱くなる。",1,3
cascoon,default,shed-skin,だっぴ,"体の 皮を 脱ぎ捨てることで 状態異常を 治すことが ある。",0,1
dustox,default,shield-dust,りんぷん,"りんぷんに 守られて 技の 追加効果を 受けなくなる。",0,1
dustox,default,compound-eyes,ふくがん,"複眼を 持っているため 技の 命中率が 上がる。",1,3
lotad,default,swift-swim,すいすい,"天気が 雨のとき 素早さが 上がる。",0,1
lotad,default,rain-dish,あめうけざら,"天気が 雨のとき 少しずつ ＨＰを 回復する。",0,2
lotad,default,own-tempo,マイペース,"マイペースなので こんらん状態に ならない。",1,3
lombre,default,swift-swim,すいすい,"天気が 雨のとき 素早さが 上がる。",0,1
lombre,default,rain-dish,あめうけざら,"天気が 雨のとき 少しずつ ＨＰを 回復する。",0,2
lombre,default,own-tempo,マイペース,"マイペースなので こんらん状態に ならない。",1,3
ludicolo,default,swift-swim,すいすい,"天気が 雨のとき 素早さが 上がる。",0,1
ludicolo,default,rain-dish,あめうけざら,"天気が 雨のとき 少しずつ ＨＰを 回復する。",0,2
ludicolo,default,own-tempo,マイペース,"マイペースなので こんらん状態に ならない。",1,3
seedot,default,chlorophyll,ようりょくそ,"天気が 晴れのとき 素早さが 上がる。",0,1
seedot,default,early-bird,はやおき,"ねむり状態に なっても ２倍の 早さで 目覚める ことが できる。",0,2
seedot,default,pickpocket,わるいてぐせ,"触られた 相手の 道具を 盗んで しまう。",1,3
nuzleaf,default,chlorophyll,ようりょくそ,"天気が 晴れのとき 素早さが 上がる。",0,1
nuzleaf,default,early-bird,はやおき,"ねむり状態に なっても ２倍の 早さで 目覚める ことが できる。",0,2
nuzleaf,default,pickpocket,わるいてぐせ,"触られた 相手の 道具を 盗んで しまう。",1,3
shiftry,default,chlorophyll,ようりょくそ,"天気が 晴れのとき 素早さが 上がる。",0,1
shiftry,default,wind-rider,かぜのり,"おいかぜが 吹いたり 風技を 受けると ダメージを 受けずに 攻撃が 上がる。",0,2
shiftry,default,pickpocket,わるいてぐせ,"触られた 相手の 道具を 盗んで しまう。",1,3
taillow,default,guts,こんじょう,"状態異常に なると 根性を だして 攻撃が 上がる。",0,1
taillow,default,scrappy,きもったま,"ゴーストタイプの ポケモンに ノーマルタイプと かくとうタイプの 技を 当てることが できる。",1,3
swellow,default,guts,こんじょう,"状態異常に なると 根性を だして 攻撃が 上がる。",0,1
swellow,default,scrappy,きもったま,"ゴーストタイプの ポケモンに ノーマルタイプと かくとうタイプの 技を 当てることが できる。",1,3
wingull,default,keen-eye,するどいめ,"鋭い 目の おかげで 命中率を 下げられない。",0,1
