national_dex_number,form_order,key,form_key,name,kana,type1,type2,h,a,b,c,d,s,image_url
373,0,salamence,default,ボーマンダ,ぼーまんだ,ドラゴン,ひこう,95,135,80,110,80,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/373.png
373,1,salamence,mega,ボーマンダ（メガシンカ）,ぼーまんだ（めがしんか）,ドラゴン,ひこう,95,145,130,120,90,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10089.png
374,0,beldum,default,ダンバル,だんばる,はがね,エスパー,40,55,80,35,60,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/374.png
375,0,metang,default,メタング,めたんぐ,はがね,エスパー,60,75,100,55,80,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/375.png
376,0,metagross,default,メタグロス,めたぐろす,はがね,エスパー,80,135,130,95,90,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/376.png
376,1,metagross,mega,メタグロス（メガシンカ）,めたぐろす（めがしんか）,はがね,エスパー,80,145,150,105,110,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10076.png
377,0,regirock,default,レジロック,れじろっく,いわ,,80,100,200,50,100,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/377.png
378,0,regice,default,レジアイス,れじあいす,こおり,,80,50,100,100,200,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/378.png
379,0,registeel,default,レジスチル,れじすちる,はがね,,80,75,150,75,150,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/379.png
380,0,latias,default,ラティアス,らてぃあす,ドラゴン,エスパー,80,80,90,110,130,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/380.png
380,1,latias,mega,ラティアス（メガシンカ）,らてぃあす（めがしんか）,ドラゴン,エスパー,80,100,120,140,150,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10062.png
381,0,latios,default,ラティオス,らてぃおす,ドラゴン,エスパー,80,90,80,130,110,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/381.png
381,1,latios,mega,ラティオス（メガシンカ）,らてぃおす（めがしんか）,ドラゴン,エスパー,80,130,100,160,120,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10063.png
382,0,kyogre,default,カイオーガ,かいおーが,みず,,100,100,90,150,140,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/382.png
382,1,kyogre,primal,カイオーガ（primal）,かいおーが（primal）,みず,,100,150,90,180,160,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10077.png
383,0,groudon,default,グラードン,ぐらーどん,じめん,,100,150,140,100,90,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/383.png
383,1,groudon,primal,グラードン（primal）,ぐらーどん（primal）,じめん,ほのお,100,180,160,150,90,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10078.png
384,0,rayquaza,default,レックウザ,れっくうざ,ドラゴン,ひこう,105,150,90,150,90,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/384.png
384,1,rayquaza,mega,レックウザ（メガシンカ）,れっくうざ（めがしんか）,ドラゴン,ひこう,105,180,100,180,100,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10079.png
385,0,jirachi,default,ジラーチ,じらーち,はがね,エスパー,100,100,100,100,100,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/385.png
386,0,deoxys,default,デオキシス,でおきしす,エスパー,,50,150,50,150,50,150,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/386.png
386,1,deoxys,attack,デオキシス（attack）,でおきしす（attack）,エスパー,,50,180,20,180,20,150,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10001.png
386,2,deoxys,defense,デオキシス（defense）,でおきしす（defense）,エスパー,,50,70,160,70,160,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10002.png
386,3,deoxys,speed,デオキシス（speed）,でおきしす（speed）,エスパー,,50,95,90,95,90,180,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10003.png
387,0,turtwig,default,ナエトル,なえとる,くさ,,55,68,64,45,55,31,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/387.png
388,0,grotle,default,ハヤシガメ,はやしがめ,くさ,,75,89,85,55,65,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/388.png
389,0,torterra,default,ドダイトス,どだいとす,くさ,じめん,95,109,105,75,85,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/389.png
390,0,chimchar,default,ヒコザル,ひこざる,ほのお,,44,58,44,58,44,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/390.png
391,0,monferno,default,モウカザル,もうかざる,ほのお,かくとう,64,78,52,78,52,81,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/391.png
392,0,infernape,default,ゴウカザル,ごうかざる,ほのお,かくとう,76,104,71,104,71,108,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/392.png
393,0,piplup,default,ポッチャマ,ぽっちゃま,みず,,53,51,53,61,56,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/393.png
394,0,prinplup,default,ポッタイシ,ぽったいし,みず,,64,66,68,81,76,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/394.png
395,0,empoleon,default,エンペルト,えんぺると,みず,はがね,84,86,88,111,101,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/395.png
396,0,starly,default,ムックル,むっくる,ノーマル,ひこう,40,55,30,30,30,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/396.png
397,0,staravia,default,ムクバード,むくばーど,ノーマル,ひこう,55,75,50,40,40,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/397.png
398,0,staraptor,default,ムクホーク,むくほーく,ノーマル,ひこう,85,120,70,50,60,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/398.png
398,1,staraptor,mega,ムクホーク（メガシンカ）,むくほーく（めがしんか）,かくとう,ひこう,85,140,100,60,90,110,
399,0,bidoof,default,ビッパ,びっぱ,ノーマル,,59,45,40,35,40,31,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/399.png
400,0,bibarel,default,ビーダル,びーだる,ノーマル,みず,79,85,60,55,60,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/400.png
401,0,kricketot,default,コロボーシ,ころぼーし,むし,,37,25,41,25,41,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/401.png
402,0,kricketune,default,コロトック,ころとっく,むし,,77,85,51,55,51,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/402.png
403,0,shinx,default,コリンク,こりんく,でんき,,45,65,34,40,34,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/403.png
404,0,luxio,default,ルクシオ,るくしお,でんき,,60,85,49,60,49,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/404.png
405,0,luxray,default,レントラー,れんとらー,でんき,,80,120,79,95,79,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/405.png
406,0,budew,default,スボミー,すぼみー,くさ,どく,40,30,35,50,70,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/406.png
407,0,roserade,default,ロズレイド,ろずれいど,くさ,どく,60,70,65,125,105,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/407.png
408,0,cranidos,default,ズガイドス,ずがいどす,いわ,,67,125,40,30,30,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/408.png
409,0,rampardos,default,ラムパルド,らむぱるど,いわ,,97,165,60,65,50,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/409.png
410,0,shieldon,default,タテトプス,たてとぷす,いわ,はがね,30,42,118,42,88,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/410.png
411,0,bastiodon,default,トリデプス,とりでぷす,いわ,はがね,60,52,168,47,138,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/411.png
412,0,burmy,default,ミノムッチ,みのむっち,むし,,40,29,45,29,45,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/412.png
413,0,wormadam,default,ミノマダム,みのまだむ,むし,くさ,60,59,85,79,105,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/413.png
413,1,wormadam,sandy,ミノマダム（sandy）,みのまだむ（sandy）,むし,じめん,60,79,105,59,85,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10004.png
413,2,wormadam,trash,ミノマダム（trash）,みのまだむ（trash）,むし,はがね,60,69,95,69,95,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10005.png
414,0,mothim,default,ガーメイル,がーめいる,むし,ひこう,70,94,50,94,50,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/414.png
415,0,combee,default,ミツハニー,みつはにー,むし,ひこう,30,30,42,30,42,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/415.png
416,0,vespiquen,default,ビークイン,びーくいん,むし,ひこう,70,80,102,80,102,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/416.png
417,0,pachirisu,default,パチリス,ぱちりす,でんき,,60,45,70,45,90,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/417.png
418,0,buizel,default,ブイゼル,ぶいぜる,みず,,55,65,35,60,30,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/418.png
419,0,floatzel,default,フローゼル,ふろーぜる,みず,,85,105,55,85,50,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/419.png
420,0,cherubi,default,チェリンボ,ちぇりんぼ,くさ,,45,35,45,62,53,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/420.png
421,0,cherrim,default,チェリム,ちぇりむ,くさ,,70,60,70,87,78,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/421.png
422,0,shellos,default,カラナクシ,からなくし,みず,,76,48,48,57,62,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/422.png
423,0,gastrodon,default,トリトドン,とりとどん,みず,じめん,111,83,68,92,82,39,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/423.png
424,0,ambipom,default,エテボース,えてぼーす,ノーマル,,75,100,66,60,66,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/424.png
425,0,drifloon,default,フワンテ,ふわんて,ゴースト,ひこう,90,50,34,60,44,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/425.png
426,0,drifblim,default,フワライド,ふわらいど,ゴースト,ひこう,150,80,44,90,54,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/426.png
427,0,buneary,default,ミミロル,みみろる,ノーマル,,55,66,44,44,56,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/427.png
428,0,lopunny,default,ミミロップ,みみろっぷ,ノーマル,,65,76,84,54,96,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/428.png
428,1,lopunny,mega,ミミロップ（メガシンカ）,みみろっぷ（めがしんか）,ノーマル,かくとう,65,136,94,54,96,135,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10088.png
429,0,mismagius,default,ムウマージ,むうまーじ,ゴースト,,60,60,60,105,105,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/429.png
430,0,honchkrow,default,ドンカラス,どんからす,あく,ひこう,100,125,52,105,52,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/430.png
431,0,glameow,default,ニャルマー,にゃるまー,ノーマル,,49,55,42,42,37,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/431.png
432,0,purugly,default,ブニャット,ぶにゃっと,ノーマル,,71,82,64,64,59,112,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/432.png
433,0,chingling,default,リーシャン,りーしゃん,エスパー,,45,30,50,65,50,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/433.png
434,0,stunky,default,スカンプー,すかんぷー,どく,あく,63,63,47,41,41,74,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/434.png
435,0,skuntank,default,スカタンク,すかたんく,どく,あく,103,93,67,71,61,84,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/435.png
436,0,bronzor,default,ドーミラー,どーみらー,はがね,エスパー,57,24,86,24,86,23,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/436.png
437,0,bronzong,default,ドータクン,どーたくん,はがね,エスパー,67,89,116,79,116,33,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/437.png
438,0,bonsly,default,ウソハチ,うそはち,いわ,,50,80,95,10,45,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/438.png
439,0,mime-jr,default,マネネ,まねね,エスパー,フェアリー,20,25,45,70,90,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/439.png
440,0,happiny,default,ピンプク,ぴんぷく,ノーマル,,100,5,5,15,65,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/440.png
441,0,chatot,default,ペラップ,ぺらっぷ,ノーマル,ひこう,76,65,45,92,42,91,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/441.png
442,0,spiritomb,default,ミカルゲ,みかるげ,ゴースト,あく,50,92,108,92,108,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/442.png
443,0,gible,default,フカマル,ふかまる,ドラゴン,じめん,58,70,45,40,45,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/443.png
444,0,gabite,default,ガバイト,がばいと,ドラゴン,じめん,68,90,65,50,55,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/444.png
445,0,garchomp,default,ガブリアス,がぶりあす,ドラゴン,じめん,108,130,95,80,85,102,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/445.png
445,1,garchomp,mega,ガブリアス（メガシンカ）,がぶりあす（めがしんか）,ドラゴン,じめん,108,170,115,120,95,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10058.png
445,2,garchomp,mega-z,ガブリアス（mega-z）,がぶりあす（mega-z）,ドラゴン,,108,130,85,141,85,151,
446,0,munchlax,default,ゴンベ,ごんべ,ノーマル,,135,85,40,40,85,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/446.png
447,0,riolu,default,リオル,りおる,かくとう,,40,70,40,35,40,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/447.png
448,0,lucario,default,ルカリオ,るかりお,かくとう,はがね,70,110,70,115,70,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/448.png
448,1,lucario,mega,ルカリオ（メガシンカ）,るかりお（めがしんか）,かくとう,はがね,70,145,88,140,70,112,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10059.png
448,2,lucario,mega-z,ルカリオ（mega-z）,るかりお（mega-z）,かくとう,はがね,70,100,70,164,70,151,
449,0,hippopotas,default,ヒポポタス,ひぽぽたす,じめん,,68,72,78,38,42,32,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/449.png
450,0,hippowdon,default,カバルドン,かばるどん,じめん,,108,112,118,68,72,47,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/450.png
451,0,skorupi,default,スコルピ,すこるぴ,どく,むし,40,50,90,30,55,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/451.png
452,0,drapion,default,ドラピオン,どらぴおん,どく,あく,70,90,110,60,75,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/452.png
